u,g,r,i,z,class,redshift,redshift_err
19.55555,19.31741,19.27952,19.07455,19.18618,QSO,1.598338,0.0002791963
19.24628,18.03559,17.47571,17.17727,17.20723,GALAXY,0.08558858,6.270076E-06
19.46393,17.88128,17.06641,16.66797,16.36371,GALAXY,0.1607033,2.454456E-05
19.38853,18.05929,17.41787,17.03876,16.79858,GALAXY,0.1077771,1.407813E-05
19.32374,19.10164,18.97198,19.06186,19.24384,QSO,0.8686509,0.0002445497
19.29839,18.29645,17.65401,17.28546,17.08921,GALAXY,0.1745063,6.590849E-06
18.72408,17.23047,16.34149,15.89771,15.55665,GALAXY,0.1075301,1.396257E-05
18.43651,17.39528,16.88715,16.58823,16.34682,GALAXY,0.0331597,6.153741E-06
19.39395,17.65266,16.72025,16.18892,15.82822,GALAXY,0.08263894,2.618257E-05
19.30333,17.44715,16.55122,16.12599,15.81573,GALAXY,0.06837198,1.435871E-05
18.0568,15.97918,15.03109,14.57735,14.26477,GALAXY,0.06877651,1.305636E-05
19.05285,17.56606,16.42735,16.11035,15.61513,GALAXY,0.1364597,1.895822E-05
18.20246,17.98042,17.85743,17.61523,17.62365,QSO,1.533423,0.0001726403
19.54431,17.60121,16.72931,16.30433,16.00091,GALAXY,0.06967527,1.707587E-05
18.92194,17.99159,17.62829,17.40061,17.28314,GALAXY,0.02975545,5.662167E-06
17.31602,15.96018,15.45811,15.21478,15.0499,GALAXY,0.0229517,2.08543E-05
19.48003,18.25141,17.45531,17.01569,16.78747,GALAXY,0.1452943,1.599608E-05
19.03127,17.69794,17.00811,16.6334,16.35099,GALAXY,0.07974397,1.461845E-05
18.65555,16.69303,15.73564,15.29397,14.9326,GALAXY,0.08093574,1.825688E-05
18.35501,16.99745,16.29742,15.92724,15.70724,GALAXY,0.02305274,1.531847E-05
18.74516,17.27867,16.36408,15.95256,15.63429,GALAXY,0.135499,3.176729E-05
17.9179,16.98747,16.65194,16.48656,16.38172,GALAXY,0.01419597,5.662882E-06
19.39678,18.05311,17.35693,16.97669,16.72882,GALAXY,0.08025718,2.301661E-05
19.54911,19.35016,19.34579,19.43496,19.61456,QSO,2.536054,0.001537167
19.26671,17.69985,16.98113,16.60112,16.30253,GALAXY,0.07114742,5.102853E-05
19.5966,18.47391,17.67922,17.26332,16.99201,GALAXY,0.1519343,1.141683E-05
19.33859,18.17183,17.70604,17.44308,17.34378,GALAXY,0.08235813,1.043869E-05
19.05464,17.14552,16.21452,15.79238,15.46829,GALAXY,0.08341095,1.99952E-05
18.7677,16.66351,15.68295,15.23777,14.8765,GALAXY,0.08187334,2.035916E-05
19.04227,17.56344,16.79336,16.39739,16117,GALAXY,0.08532298,2.013852E-05
19.33274,17.97262,17.34471,16.89363,16.67375,GALAXY,0.08659529,6.617558E-06
19.26194,18.0603,17.47878,17.05024,16.86625,GALAXY,0.1091365,7.699079E-06
18.71251,16.93618,16.02791,15.61825,15.30681,GALAXY,0.08114506,2.297922E-05
19.14181,17.80629,17.15266,16.79248,16.53123,GALAXY,0.08203803,1.639101E-05
19.18095,18.14945,17.61611,17.27197,17.07034,GALAXY,0.0862603,1.038079E-05
17.14614,15.87863,15.3423,15.09229,14.96756,GALAXY,0.003767548,1.226027E-05
19.20269,18.02966,17.3496,16.96561,16.71945,GALAXY,0.1248361,1.143497E-05
19.46806,19.04444,18.94229,19.13194,18.97948,QSO,0.9802237,7.505943E-05
17.91669,16.82582,16.45485,16.29842,16.15051,GALAXY,0.01642706,2.08598E-05
18.82772,17.50249,16.66699,16.26188,15.97142,GALAXY,0.120496,2.262182E-05
19.02991,17.34615,16.52887,16.12609,15.8215,GALAXY,0.08522543,1.689522E-05
18.88354,17.37606,16.64775,16.26272,16.0194,GALAXY,0.08481703,3.187675E-05
19.04859,18.43426,18.29752,18.2549,18.01891,QSO,2.445344,9.533012E-05
19.22391,17.1405,16.12675,15.67494,15.3348,GALAXY,0.1183576,2.246194E-05
19.06408,17.82213,17.22701,16.85972,16.64504,GALAXY,0.1201489,7.360422E-06
17.85721,16.53558,15.91527,15.58352,15.35383,GALAXY,0.05671719,1.680813E-05
18.94534,17.86113,17.42926,17.26483,17.13763,GALAXY,0.009716957,1.685309E-05
18.64328,16.95401,16.13089,15.73129,15.42237,GALAXY,0.08852582,1.573167E-05
18.13368,17.11408,16.72373,16.48685,16.31692,GALAXY,0.03508902,7.810357E-06
19.01451,17.81393,17.3906,17.1511,17.00655,GALAXY,0.03156466,1.004901E-05
19.59002,17.81212,17.01549,16.59174,16.29198,GALAXY,0.08796962,1.499368E-05
18.87538,17.07546,16.2025,15.79557,15.48744,GALAXY,0.08272012,2.007666E-05
19.50634,17.63862,16.72414,16.31856,15.98949,GALAXY,0.08432118,2.207595E-05
17.41735,17.21456,17.05176,17.09847,17.12331,QSO,0.9649108,0.0001183372
18.64814,16.58136,15.65411,15.20422,14.88014,GALAXY,0.08059726,1.826963E-05
19.00506,17.09594,16.12484,15.6867,15.36357,GALAXY,0.08904649,1.84702E-05
19.41845,17.69086,16.7115,16.29073,15.94988,GALAXY,0.1200032,2.608614E-05
19.5252,17.56977,16.62151,16.18226,15.84607,GALAXY,0.08489837,2.005697E-05
18.57957,16.68921,15.75143,15.31738,15.00228,GALAXY,0.08196446,1.732536E-05
19.20333,17.3203,16.4223,16.00266,15.68884,GALAXY,0.08124225,2.081071E-05
18.79219,17.04671,16.13979,15.67077,15.32795,GALAXY,0.08451008,1.595508E-05
19.22917,17.7199,16.92162,16.4834,16.1704,GALAXY,0.08280846,1.001269E-05
17.60885,16.04577,15.26954,14.84582,14.56992,GALAXY,0.08311169,1.912441E-05
19.10425,17.41128,16.58404,16.14223,15.82866,GALAXY,0.07855483,1.563357E-05
18.79729,16.71464,15.79325,15.3457,15.01291,GALAXY,0.08481137,1.844319E-05
19.32591,18.68076,18.33793,18.19186,18.32172,GALAXY,0.1853447,7.516232E-06
19.32106,17.55527,16.59219,16.20054,15.90286,GALAXY,0.1675698,2.124239E-05
19.32666,17.40281,16.37189,15.93173,15.54854,GALAXY,0.1198605,2.402527E-05
19.35779,17.56093,16.75467,16.38109,16.07417,GALAXY,0.08273707,1.37377E-05
18.30641,17.15195,16.57618,16.19812,15.9611,GALAXY,0.05613316,5.517795E-06
18.7447,17.37221,16.52116,16.05379,15.75892,GALAXY,0.1349204,2.029729E-05
18.11225,18.04222,17.72485,17.5799,17.49726,QSO,1.272346,0.0002291927
18.68314,17.63352,17.17827,16.85298,16.74963,GALAXY,0.08347463,7.62376E-06
19.45428,17.85453,16.85998,16.33826,15.90654,GALAXY,0.04057404,1.042359E-05
19.27351,17.3561,16.43581,16.01023,15.67488,GALAXY,0.08293897,1.793269E-05
19.55655,17.62109,16.67881,16.24748,15.91453,GALAXY,0.09699629,2.985089E-05
19.17129,19.05732,19.01233,18.76784,18.86996,QSO,1.60334,0.0002854949
19.4319,19.4069,18.95265,18.92009,18.95402,QSO,1.169025,0.0003046817
19.34166,19.08861,18.58817,18.37201,17.89998,QSO,0.3160069,3.291016E-05
19.20388,17.8382,17.15616,16.72909,16.48447,GALAXY,0.08468982,8.351732E-06
19.26483,19.20622,19.05242,19.02624,18.93834,QSO,0.9478678,0.0006331711
19.04619,18.21951,17.95267,17.6562,17.61197,GALAXY,0.0905709,5.606422E-06
19.13857,18.00938,17.51459,17.19684,17.02676,GALAXY,0.1136061,9.040739E-06
19.54628,17.55292,16.49359,16.00892,15.59522,GALAXY,0.1172986,3.052678E-05
16.11291,14.43541,13.70248,13.32713,13.05494,GALAXY,0.01862254,1.236669E-05
19.1593,18.87162,18.82625,18.75549,18.63259,QSO,2.154755,0.0002061479
17.83079,15.93137,15.04254,14.62932,14.29792,GALAXY,0.0798021,1.345225E-05
19.36036,18.97063,19.01198,18.93363,18.69546,QSO,2.199574,0.0001115214
19.35918,19.09579,19.02515,18.92487,19.01293,QSO,1.737853,0.0003363664
19.31364,17.56114,16.4942,16.00562,15.62948,GALAXY,0.1331378,3.165253E-05
18.5991,16.70811,15.76747,15.3344,14.98384,GALAXY,0.0838188,1.608905E-05
19.51221,19.16602,18.69341,18.26719,18.03119,QSO,0.4901783,8.341388E-05
19.4449,17.54621,16.62499,16.20545,15.84536,GALAXY,0.0853075,1.730215E-05
19.14241,17.2138,16.28605,15.83602,15.4975,GALAXY,0.08225905,2.178744E-05
19.02349,18.71143,18.61562,18.60766,18.43745,QSO,0.8239765,0.0001096564
17.46917,15.46502,14.47863,14.02386,13.73391,GALAXY,0.08328921,1.778496E-05
19.40298,17.44385,16.47063,16.03757,15.72195,GALAXY,0.08507648,1.563709E-05
18.89921,17.84018,17.45815,17.24803,17.15587,GALAXY,0.01887096,5.432973E-06
18.27541,16.38788,15.4914,14.99752,14.62688,GALAXY,0.07697096,1.313384E-05
18.64711,18.53424,18.45042,18.2375,18.0218,QSO,1.990341,0.0004514464
19.52009,18.03627,17.32037,16.86351,16.65158,GALAXY,0.1048635,1.239625E-05
19.45478,17.48838,16.60935,16.20872,15.87931,GALAXY,0.06323247,1.706754E-05
18.6118,17.42663,16.9229,16.53099,16.32259,GALAXY,0.06226759,6.863069E-06
16.78098,15.48409,14.95291,14.65333,14.46093,GALAXY,0.0420449,1.155063E-05
18.54858,17.25133,16.59525,16.23421,16.02077,GALAXY,0.1054513,1.804104E-05
18.59985,16.77926,15.97984,15.59478,15.28848,GALAXY,0.04009994,1.372539E-05
19.38687,17.85512,17.01005,16.53416,16.25158,QSO,0.1198895,2.902437E-05
18.14665,17.65994,17.59517,17.71662,17.52036,QSO,0.7263563,4.21714E-05
19.44616,19.10203,18.84952,18.63574,18.6683,QSO,1.562123,0.0002209089
18.16431,16.55739,15.82782,15.42326,15.17239,GALAXY,0.06366243,1.237624E-05
17.92055,16.95434,16.68116,16.50957,16.35519,GALAXY,0.03275491,7.117266E-06
18.96904,17.68813,17.08341,16.69915,16.4883,GALAXY,0.120687,1.272607E-05
19.11241,17.3148,16.51661,16.1272,15.8345,GALAXY,0.04673312,1.229742E-05
18.28909,17.35193,17.09117,16.87957,16.7878,GALAXY,0.0478336,7.13784E-06
17.14293,15.78393,15.15187,14.81241,14.57063,GALAXY,0.04780681,1.119893E-05
19.38462,18.16083,17.67161,17.38972,17.35963,GALAXY,0.1345381,8.993282E-06
18.25037,17.19017,16.75526,16.46972,16.29029,GALAXY,0.04460659,9.833144E-06
17.9315,16.0318,15.18014,14.77863,14.46126,GALAXY,0.04623495,1.03627E-05
19.32499,17.98579,17.32878,16.97005,16.72728,GALAXY,0.04618927,1.585339E-05
19.48465,17.51685,16.68184,16.28366,15.98557,GALAXY,0.04666851,1.455063E-05
19.58945,18.15272,17.29753,16.86424,16.53955,GALAXY,0.1517132,1.809727E-05
19.43958,19.28423,18.95917,18.74189,18.39988,QSO,0.2665956,6.099441E-05
18.87733,17.88631,17.48114,17.25515,17.13066,GALAXY,0.02648198,7.158499E-06
18.82288,17.25433,16.49809,16.06657,15.78099,GALAXY,0.07803105,1.176297E-05
19.08825,17.21729,16.29268,15.86702,15.54954,GALAXY,0.07700762,2.385262E-05
19.46149,17.64156,16.81114,16.41955,16.12913,GALAXY,0.07622351,2.443024E-05
18.8412,18.7492,18.65528,18.67237,18.62553,QSO,0.9021303,0.0003814916
18.9654,17.41758,16.69054,16.30744,16.08038,GALAXY,0.07702054,1.960983E-05
19.23877,17.52582,16.56819,16.13781,15.78589,GALAXY,0.1273653,2.080255E-05
19.49082,17.52184,16.5482,16.11905,15.79797,GALAXY,0.1079631,2.990262E-05
16.99122,16.40662,15.97186,15.44813,15.31183,QSO,0.06311294,1.97186E-05
18.89838,17.69259,17.1547,16.7908,16.61533,GALAXY,0.0987736,1.347431E-05
19.37376,17.33835,16.40022,15.97315,15.64652,GALAXY,0.09148806,2.230318E-05
19.32518,18.15181,17.70142,17.39871,17.2007,GALAXY,0.04740471,1.194124E-05
17.73028,17.03731,16.76942,16.40947,16.38904,GALAXY,0.1077885,4.643962E-06
17.03192,16.27125,16.01098,15.95015,15.83997,GALAXY,0.004143043,5.470713E-06
18.72887,17.45114,16.75141,16.37054,16.10003,GALAXY,0.09865484,1.008858E-05
19.07749,17.68019,16.86224,16.44959,16.15186,GALAXY,0.13735,1.451634E-05
19.27386,18.19659,17.59615,17.29579,17.0536,GALAXY,0.1348483,1.012499E-05
19.2862,18.18373,17.52395,17.16956,16.97498,GALAXY,0.1363923,1.117688E-05
19.33567,17.5243,16.61842,16.1866,15.84429,GALAXY,0.09595229,2.33389E-05
18.63895,17.80709,17.49026,17.33144,17.32883,GALAXY,0.004716692,1.585877E-05
19.30853,17.96048,17.37664,16.99592,16.81624,GALAXY,0.09826209,5.939236E-06
17.63235,16.19115,15.67956,15.51061,15449,GALAXY,0.8558813,0.2118492
18.54857,17.22544,16.65624,16.2365,16.0457,GALAXY,0.08742209,8.601752E-06
18.58485,16.94794,16.12376,15.68609,15.39742,GALAXY,0.08201742,1.654224E-05
18.56583,18.21091,17.67527,17.37952,17.29236,QSO,0.2196868,2.761029E-05
19.5673,18.3191,17.68612,17.28749,17.08802,GALAXY,0.133577,1.214961E-05
17.90689,17.6769,17.57431,17.33274,17.3085,QSO,1.576345,0.0002213222
19.32087,18.30437,17.93235,17.57718,17.47073,GALAXY,0.06942715,5.137892E-06
17.55468,15.80206,14.9971,14.59553,14.26875,GALAXY,0.01929733,1.064039E-05
18.17612,16.89209,16.25072,15.85928,15.57676,GALAXY,0.04627295,7.859215E-06
17.26479,16.30007,15.85573,15.64286,15.43736,GALAXY,0.01977947,7.851858E-06
18.23718,16.45937,15.66835,15.2923,14.98842,GALAXY,0.04610161,1.609684E-05
17.26798,16.45708,16.20774,16.11788,15.97182,GALAXY,0.004978012,3.328838E-06
18.07508,16.34795,15.48615,15.04646,14.69015,GALAXY,0.01949462,1.176132E-05
19.54513,18.27347,17.68062,17.24653,17.02286,GALAXY,0.10797,6.457052E-06
19.43416,18.16971,17.59772,17.26286,17.03966,GALAXY,0.068965,1.143998E-05
19.1282,17.46182,16.57098,16.04855,15.62671,GALAXY,0.04719325,1.240296E-05
19.57545,18.04842,17.45899,17.24059,17.12977,GALAXY,0,0
19.22477,19.08295,18.9508,19.02213,18.96778,QSO,0.9610112,0.000530348
18.91515,17.75964,17.32841,17.04854,16.86854,GALAXY,0.08200447,7.808553E-06
18.4923,17.38316,16.92432,16.62413,16.42915,GALAXY,0.04701962,6.676503E-06
19.27238,18.18373,17.41638,16.97015,16.70679,GALAXY,0.1596231,1.967515E-05
18.29294,18.25772,18.01617,17.90324,17.36672,QSO,0.2970971,7.184776E-05
18.96846,17.35772,16.72956,16.37756,16.13945,GALAXY,0.08687907,2.158884E-05
19.38734,17.44977,16.50718,16.08099,15.75364,GALAXY,0.1072254,2.629684E-05
19.21954,17.60879,16.76733,16.26904,15.92132,GALAXY,0.08405618,9.841263E-06
18.40729,17.33347,16.88351,16.49283,16.33622,GALAXY,0.08362108,6.260261E-06
19.07606,18.74597,18.73698,18.55346,18.57464,QSO,1.540346,0.0006112161
18.65067,16.75206,15.79127,15.34332,14.96331,GALAXY,0.09788483,2.54288E-05
18.11981,16.64414,15.89581,15.45449,15.15435,GALAXY,0.08477117,8.353508E-06
18.51224,16.60487,15.65093,15.19758,14.84223,GALAXY,0.09092757,1.774557E-05
18.33108,16.54468,15.67136,15.30085,14.97978,GALAXY,0.09696319,1.567887E-05
19.08911,17.62914,16.84738,16.40537,16.09674,GALAXY,0.09721491,1.022968E-05
19.31267,18.05737,17.48645,17.16014,16.96745,GALAXY,0.09922885,9.186156E-06
19.17387,17.83125,17.13403,16.69559,16.48427,GALAXY,0.130446,1.064312E-05
17.94646,16.14971,15.31739,14.93056,14.62189,GALAXY,0.04593499,1.583627E-05
19.28777,19.29005,19.20366,18.86482,18.78476,QSO,1.858997,0.0004326553
19.42028,17.72218,16.82576,16.41304,16.07331,GALAXY,0.08342125,2.777956E-05
18.26023,16.71525,15.92738,15.51396,15.22459,GALAXY,0.05730494,1.349743E-05
19.1225,17.95604,17.40367,17.03096,16.85294,GALAXY,0.08406913,8.549647E-06
18.17545,17.09722,16.69042,16.40032,16.23314,GALAXY,0.04557497,6.123557E-06
18.63857,17.23771,16.76593,16.49445,16.34693,GALAXY,0.05759332,1.056749E-05
16.47578,15.15105,14.4745,14.0649,13.7679,GALAXY,0.03379537,2.882057E-05
16.56938,15.03981,14.61267,14.36274,14.44273,GALAXY,0.01739901,8.628826E-06
17.81377,16.56816,16.1132,15.80001,15.63998,GALAXY,0.07445146,1.365594E-05
19.12105,18.09703,17.68089,17.34398,17.18328,GALAXY,0.07399747,6.475904E-06
17.8048,16.01143,15.14706,14.71841,14.37151,GALAXY,0.04554416,1.755233E-05
19.4049,18.03425,17.4103,16.98389,16.80726,GALAXY,0.08076004,8.647552E-06
18.47735,16.48654,15.5889,15.16429,14.84412,GALAXY,0.06208347,1.405513E-05
18.67292,16.55352,15.48359,15.01725,14.6331,GALAXY,0.1111443,1.853711E-05
18.60145,17.04535,16.26932,15.84652,15.57393,GALAXY,0.09203685,1.322434E-05
18.61,16.8174,15.96025,15.51974,15.21515,GALAXY,0.06244033,1.139808E-05
19.20526,17.92291,17.34643,17.03053,16.83654,GALAXY,0.09199414,1.390233E-05
17.21071,15.53125,14.72167,14.32354,14.01694,GALAXY,0.06202273,1.386876E-05
19.26904,17.31108,16.37914,15.93882,15.6209,GALAXY,0.07629023,1.742013E-05
19.00272,17.86755,17.26664,16.86508,16.69171,GALAXY,0.1159611,8.448188E-06
18.9075,18.65077,18.53112,18.31063,18.31351,QSO,1.499822,0.000362548
17.8541,16.66397,16.01853,15.62473,15.39318,GALAXY,0.08018967,6.13505E-06
18.73904,17.69472,17.34465,17.16566,17.14535,GALAXY,0.01097008,5.113013E-06
18.6294,17.46801,17.00274,16.67105,16.50145,GALAXY,0.06113762,7.246889E-06
18.20499,16.3253,15.41849,14.98252,14.67253,GALAXY,0.08013847,1.292617E-05
19.40498,18.0547,17.4554,17.13249,16.94874,GALAXY,0.08052534,1.539005E-05
19.27387,17.39259,16.46066,16.03157,15.69965,GALAXY,0.0936836,2.150821E-05
19.27115,17.66698,16.80814,16.30872,15.95737,GALAXY,0.07258581,7.20533E-06
17.67998,16.08097,15.30171,14.89796,14.63161,GALAXY,0.07124829,2.040558E-05
19.02857,17.0797,16.18462,15.75913,15.44696,GALAXY,0.07117606,1.370972E-05
18.40733,16.5887,15.64164,15.17635,14.83716,GALAXY,0.07212824,1.513786E-05
17.29627,16.58776,16.41264,16.35093,16.33938,GALAXY,0.01125988,3.872626E-06
19.29662,19.02728,18.95445,18.68303,18.71639,QSO,1.647284,0.0004400819
15002,13.25014,12.4316,11.94721,11.61041,GALAXY,0.006685563,9.193219E-06
18.89404,16.98046,16.13555,15.73035,15.4207,GALAXY,0.0724389,1.675928E-05
19.22608,17.17708,16.26243,15.83415,15.5008,GALAXY,0.06642792,1.493223E-05
19.39131,17.96721,17.23743,16.77493,16.50874,GALAXY,0.1123189,1.111256E-05
18.9139,17.8894,17.44194,17.15326,16.99559,GALAXY,0.1140343,9.67279E-06
19.38749,18.00417,17.30729,16.92403,16.67133,GALAXY,0.1002245,1.193794E-05
19.47213,18.18364,17.43546,16.96882,16.72711,GALAXY,0.1802794,1.119548E-05
16.2556,14.87043,14.17524,13.80145,13.54507,GALAXY,0.02513707,1.043958E-05
18.46341,17.47556,17.22532,17.00206,17.00646,GALAXY,0.06314254,6.12959E-06
19.38491,19.0313,18.33927,18.00274,17.52658,QSO,0.3036324,5.644208E-05
18.84388,17.69047,17.24047,16.93003,16.77813,GALAXY,0.07417881,7.867884E-06
19.40325,17.49546,16.64206,16.24628,15.92111,GALAXY,0.0662213,2.037869E-05
18.74447,17.35388,16.75001,16.43121,16.16664,GALAXY,0.07429594,2.188292E-05
19.07044,16.98783,16.03463,15.58589,15.26014,GALAXY,0.08061827,1.656883E-05
19.33306,17.94947,16.99562,16.50173,16.21307,GALAXY,0.1932219,1.718076E-05
19.46762,17.48103,16.58012,16.15403,15.83201,GALAXY,0.07123535,1.809333E-05
18997,17.79661,17.37835,17.1237,17.03081,GALAXY,0.07860781,8.731644E-06
19.32017,18.12669,17.4975,17.08651,16.87969,GALAXY,0.07078946,1.052078E-05
19.0532,17265,16.38896,15.99082,15.67069,GALAXY,0.06613076,1.36757E-05
18.33136,17.13737,16.51821,16.12546,15.9363,GALAXY,0.06461838,1.225551E-05
18.44632,16.50869,15.61587,15.20256,14.88526,GALAXY,0.06678303,1.134025E-05
19.53941,18.12729,17.24715,16.78425,16.49298,GALAXY,0.1562425,1.842948E-05
19.53456,18.07597,17.43141,16.99717,16.73518,GALAXY,0.0660055,7.960236E-06
19.45231,17.74451,16.84922,16.4229,16.10292,GALAXY,0.06746452,1.746779E-05
19.11267,17.53868,16.74198,16.30728,15.94248,GALAXY,0.06621946,1.447172E-05
19.46392,17.62573,16.5912,16.14376,15.86781,GALAXY,0.1484182,2.864628E-05
19.14604,17.12521,16.08848,15.65654,15.30676,GALAXY,0.1231177,1.796671E-05
17.59633,16.33431,15.7338,15.3992,15.12558,GALAXY,0.04632705,8.355333E-06
16.27935,15.04197,14.5093,14.18413,13.95704,GALAXY,0.03717978,5.278472E-06
19.38581,18.27257,17.52621,17.16827,16.87232,GALAXY,0.1602192,1.841487E-05
18.43363,17.23894,16.99281,16.79128,16.60751,GALAXY,0.03694521,6.312091E-06
17.65034,16.36437,15.82378,15.53826,15.30941,GALAXY,0.02861651,1.387114E-05
18.75864,16.93208,16.06294,15.65073,15.35838,GALAXY,0.0657045,1.734384E-05
18.89961,17.13661,16.22505,15.7543,15.39356,GALAXY,0.0944511,1.651328E-05
18.69971,17.15578,16.35979,15.9504,15.61727,GALAXY,0.1226543,1.663595E-05
18.93193,18.56154,18.0908,17.74513,17.60351,QSO,0.2370525,8.371483E-05
18.38335,17.24786,16.85669,16.62727,16.47838,GALAXY,0.04299427,1.531387E-05
19.40247,19.40979,19.49885,19.11016,19.20358,QSO,1.843713,0.0002722509
19.39473,18.10743,17.62608,17.34755,17.18053,GALAXY,0.05590733,8.471495E-06
18.56817,17.32461,16.77843,16.4637,16.23756,GALAXY,0.0428675,1.385244E-05
18.87167,17.6434,17.21629,16.96712,16.76972,GALAXY,0.05287515,1.015414E-05
18.92273,16.88858,15.91217,15.41383,15.04152,GALAXY,0.06294381,1.781454E-05
19.05792,17.99432,17.56213,17.27951,17.09516,GALAXY,0.03929425,5.908386E-06
18.13227,16.86047,16.28343,15.93762,15.67796,GALAXY,0.0620658,1.199713E-05
18.83016,17.34459,16.78806,16.45677,16.20105,GALAXY,0.03875128,1.244989E-05
19.17072,18.91566,18.93359,18.80675,18.80971,QSO,0.5212288,7.260325E-05
19.59265,18.35023,17.89603,17.64196,17.53903,GALAXY,0.06225061,1.058912E-05
19.24599,17.97428,17.35923,16.9949,16.81359,GALAXY,0.1133285,1.568929E-05
19.59805,17.93284,16.99749,16.49493,16.12454,GALAXY,0.1097051,1.732702E-05
18.15796,16.50026,15.67611,15.26211,14.94101,GALAXY,0.09992891,1.734466E-05
19.38051,18.49538,17.7731,17.38558,17.18176,QSO,0.2041662,3.51044E-05
19.58978,18.18474,17.54136,17.14405,16.8637,GALAXY,0.04671472,6.040353E-06
18.69209,17.20564,16.40134,15.98902,15.6624,GALAXY,0.1057589,1.782166E-05
17.39043,16.45911,16.17841,16.03106,15.91065,GALAXY,0.01923973,6.184306E-06
19.25665,19.10915,18.80688,18.70317,18.75222,QSO,1.349938,0.0003617725
19.17061,17.96065,17.54146,17.24456,17.06193,GALAXY,0.0971605,1.040042E-05
18.25726,16.22698,15.30922,14.86758,14.55089,GALAXY,0.05860503,1.484811E-05
18.99935,17.6476,17.01647,16.67126,16.45298,GALAXY,0.08827299,1.849148E-05
19.58888,17.90756,16.98038,16.47706,16.10286,GALAXY,0.08898792,1.749226E-05
19.5596,18.10162,17.27515,16.84392,16.49128,GALAXY,0.1493945,2.675458E-05
19.34506,17.40799,16.53246,16.10287,15.78938,GALAXY,0.0575192,1.604593E-05
18.62383,16.69396,15.80173,15.39526,15.04894,GALAXY,0.05685832,1.160538E-05
18.25518,16.35882,15.50236,15.08361,14.7657,GALAXY,0.05804274,1.461438E-05
19.39396,18.03684,17.49829,17.18755,16.99054,GALAXY,0.05537168,8.333598E-06
17.81289,16.66877,16.25147,16.01375,15.83121,GALAXY,0.04507751,8.158848E-06
19.00199,18.02151,17.67347,17.46937,17.31098,GALAXY,0.03337878,5.82036E-06
18.61179,17.35284,16.96193,16.76959,16.67139,GALAXY,0.01305134,1.585627E-05
19.17196,18.81995,18.8347,18.43841,18.34411,QSO,0.4631232,2.087799E-05
18.18179,16.20317,15.3212,14.90991,14.59185,GALAXY,0.05550017,1.164794E-05
18.98319,17.66287,17.02937,16.65907,16.43478,GALAXY,0.05538153,9.3688E-06
17.60681,15.70968,14.85595,14.44654,14.11098,GALAXY,0.05708054,1.401421E-05
18.57727,17.2037,16.70039,16.41519,16.1989,GALAXY,0.05803885,7.567578E-06
18.18737,16.64562,15.88387,15.49287,15.21658,GALAXY,0.05572308,1.539208E-05
18.15579,16.85508,16.29063,15.95672,15.73394,GALAXY,0.05699462,1.687762E-05
19.4423,19.20432,19.16762,19.21221,19.07759,QSO,0.761226,0.0003041879
19.58558,17.8919,17.07266,16.65619,16.33677,GALAXY,0.05663645,2.480641E-05
17.40918,16.03695,15.40096,15.04125,14.80706,GALAXY,0.0585844,2.115316E-05
18.72873,17.27684,16.56837,16.14565,15.83919,GALAXY,0.05854344,8.109302E-06
18.46032,16.87549,16.06113,15.65456,15.37368,GALAXY,0.05913766,1.448971E-05
18.29854,16.42002,15.50763,15.10696,14.80862,GALAXY,0.08527863,1.454919E-05
