u,g,r,i,z,class,redshift,redshift_err
18.74368,17.3048,16.51115,16.06982,15.75237,GALAXY,0.1162836,1.193727E-05
19.03719,17.50439,16.65231,16.26193,15.95803,GALAXY,0.1156946,1.698365E-05
19.22918,17.69366,16.98767,16.64999,16.39965,GALAXY,0.02700022,2.072915E-05
18.7311,17.15699,16.41194,15.97602,15.7232,GALAXY,0.06367091,7.553037E-06
18.81427,18.24789,18.11675,18.05019,17.86305,QSO,2.399013,0.0002377621
18.69321,17.52133,17.02745,16.68797,16.50205,GALAXY,0.1073996,1.079186E-05
18.80971,17.92155,17.60633,17.41978,17.17328,GALAXY,0.05306152,4.880861E-06
18.50303,17.10705,16.40415,15.99906,15.69448,GALAXY,0.04317537,1.027294E-05
18.61333,16.57768,15.64237,15.19442,14.83583,GALAXY,0.04236232,1.458909E-05
19.54887,17.51487,17.16944,16.88393,16.71066,GALAXY,0.0309857,6.374431E-06
19.4527,17.97173,17.2495,16.82995,16.55479,GALAXY,0.06426395,8.824941E-06
18.58242,16.65718,15.58522,15.12472,14.76018,GALAXY,0.1246101,2.104503E-05
19.17921,17.83692,17.09431,16.67464,16.43774,GALAXY,0.1238922,1.339071E-05
18.60198,16.78981,15.85749,15.41621,15.08094,GALAXY,0.09878413,2.354156E-05
18.2276,16.39922,15.48756,15.04543,14.70246,GALAXY,0.06304831,1.630732E-05
19.57302,18.1105,17.16452,16.68313,16.38103,GALAXY,0.152257,3.970132E-05
19.09387,18.97622,18.82658,18.69013,18.63062,QSO,1.433697,0.000463086
19.4695,17.61483,16.7469,16.34488,16.07493,GALAXY,0.05725779,1.596925E-05
19.56259,17.75291,16.93855,16.55356,16.2475,GALAXY,0.06355071,1.709915E-05
17.98656,16.78485,16.18288,15.90724,15.74669,GALAXY,0.03018735,2.581201E-05
18.74219,16.86869,15.91313,15.43234,15.10465,GALAXY,0.08241112,1.657324E-05
17.97532,16.75872,16.15537,15.79554,15.57643,GALAXY,0.04362151,7.038021E-06
18.13255,16.24974,15.31852,14.79071,14.36805,GALAXY,0.0311887,1.090006E-05
18.82032,17.4168,16.67214,16516,16.70834,GALAXY,0.1035741,1.069326E-05
18.16305,16.22055,15.26296,14.80397,14.45221,GALAXY,0.08282305,1.422506E-05
18.85816,17.87076,17.47886,17.28413,17.17935,GALAXY,0.04439685,1.034458E-05
18.40152,17.12409,16.31845,15.87117,15.58314,QSO,0.1013031,2.695373E-05
18.36987,17.35122,16.93853,16.67091,16.51763,GALAXY,0.06639034,7.335056E-06
19.59288,18.34573,17.80498,17.45965,17.23413,GALAXY,0.08098813,8.619824E-06
18.93408,17.57252,16.9995,16.64304,16.42728,GALAXY,0.08873206,1.299661E-05
19.57571,17.71708,16.84098,16.42671,16.09925,GALAXY,0.05643835,1.74617E-05
19.3353,17.49815,16.54604,16.08794,15.72293,GALAXY,0.08037906,2.432431E-05
18.6604,17.71377,17.30367,16.94961,16.84959,GALAXY,0.07158378,7.813119E-06
19.21849,18.79904,18.11773,17.63169,17.45182,QSO,0.1996623,3.188744E-05
19.45504,18.05759,17.34968,16.9516,16.67091,GALAXY,0.0375388,9.212168E-06
18.36473,16.65434,15.80363,15.37057,15.04154,GALAXY,0.06191926,1.179906E-05
19.31719,18.14255,17.56798,17.15489,16.96384,GALAXY,0.07218897,5.87484E-06
19.57572,18.14163,17.4295,17.00294,16.72539,GALAXY,0.09642145,8.542967E-06
19.3271,17.61263,16.7472,16.27158,15.91822,GALAXY,0.04556538,7.891305E-06
17.93442,17.36881,16.82871,16.39548,16.16618,QSO,0.08772048,2.096595E-05
19.51766,17.78516,16.80705,16.32927,15.96589,GALAXY,0.1679021,2.813402E-05
19.29582,18.10783,17.4422,17.04066,16.80238,GALAXY,0.1461211,8.350543E-06
18.47311,17.40464,17.04375,16.81819,16.69051,GALAXY,0.06077516,6.08347E-06
19.53108,18.28205,17.86458,17.55741,17.45994,GALAXY,0.08919372,7.58725E-06
18.68668,17.14234,15.56542,15.8134,14.72436,GALAXY,0.08956818,1.72175E-05
18.43223,16.3386,15.33386,14.86015,14.50974,GALAXY,0.08701937,2.014608E-05
19.42188,17.81517,16.85259,16.37835,16.02772,GALAXY,0.1328505,2.223581E-05
18.6025,16.92848,16.06604,15.58566,15.23246,GALAXY,0.08536369,1.126642E-05
18.95884,17.30943,16.40894,15.90306,15.57856,GALAXY,0.08037473,1.426214E-05
18.92932,17.52557,16.9842,16.6572,16.42709,GALAXY,0.04943382,1.043915E-05
18.09481,17.24782,16.94816,16.86211,16.69755,GALAXY,0.01221715,5.567495E-06
19.59639,18.27683,17.59895,17.26149,17.03217,GALAXY,0.08852465,1.762934E-05
19.46807,18.12851,17.56451,17.23282,17.02736,GALAXY,0.0710931,8.985634E-06
18.78824,17.46235,16.97399,16.64315,16.49862,GALAXY,0.08688889,8.453195E-06
19.1711,19.06999,19.21171,19.37303,19451,GALAXY,0.1707044,1.135731
18.79487,17.29669,16.54104,16.11688,15.82849,GALAXY,0.1004378,1.149436E-05
19.42775,19.16748,18.62919,18.37557,17.90236,QSO,0.3254878,5.024014E-05
18.3959,17.36735,17.00696,16.73648,16.5784,GALAXY,0.05230001,6.433765E-06
19.27845,18.01219,17.53233,17.25222,17.05558,GALAXY,0.02902328,7.40563E-06
19.40819,19.10945,19.06559,19.07038,19.19347,GALAXY,0.09108969,"0,01576"
19.28107,18.50857,18.1232,17.71491,17.66122,GALAXY,0.1244178,7.93728E-06
18.9433,17.0731,16.17883,15.75587,15.41956,GALAXY,0.05171543,9.365683E-06
19.12591,17.6572,16.79012,16.36039,16.05059,GALAXY,0.1125386,2.351112E-05
19.38985,19.19254,19.02371,19.06827,18.9032,QSO,0.8977003,0.0002723805
18.50486,18.46837,18.43752,18.18892,18.11959,QSO,1.918315,0.0003258615
19.25823,18.08286,17.82177,17.04959,16.99154,GALAXY,0.1074231,8.296398E-06
17.96265,16.05531,15.18454,14.74839,14.44807,GALAXY,0.04165891,1.172852E-05
19.4039,18.3556,17.71117,17.28343,17.03129,GALAXY,0.1687561,9.612886E-06
18.86731,18.8031,18.75314,18.44284,18.14643,QSO,2.008091,0.0002683729
18.09347,17.52573,17116,16.71272,16.67537,QSO,0.1933008,2.316447E-05
17.87881,16.73443,16.1201,15.71372,15.49035,QSO,0.07584672,2.299317E-05
18258,17.24678,16.90566,16.6138,16.47246,GALAXY,0.06614665,7.186451E-06
19.54878,18.50965,17.86619,17.45286,17.22196,GALAXY,0.1582972,1.089675E-05
18.07619,16.2824,15.41487,14.93607,14.55214,GALAXY,0.05312921,1.365384E-05
17.04676,15.28157,14.46587,14.02935,13.70254,GALAXY,0.0203541,9.643364E-06
19.36845,18.63063,18.24709,18.00387,18.00735,GALAXY,0.1801064,6.506082E-06
18.80596,16.86467,16.05876,15.64595,15.34101,GALAXY,0.05005072,1.244915E-05
19.36861,17.49419,16.70161,16.48846,16.12682,GALAXY,0.09443012,3.214799E-05
17.74609,15.75999,14.85063,14.42549,14.07582,GALAXY,0.04898029,1.171554E-05
19.49869,17.58168,16.79209,16.31358,15.94207,GALAXY,0.04834032,7.147886E-06
18.73175,17.36063,16.72299,16.35653,16.05103,GALAXY,0.04886396,7.926416E-06
19.5959,18.40202,17.70161,17.33416,17.03238,GALAXY,0.1591101,1.177535E-05
19.12758,17.25238,16.39579,16.01067,15.6898,GALAXY,0.05036002,1.613759E-05
19.05994,17.92731,17.33986,16.97562,16.71454,GALAXY,0.05676714,5.72525E-06
19.3068,17.58345,16.67063,16.24481,15.92004,GALAXY,0.09433495,2.024834E-05
19.52641,17.37873,16.27518,15.80885,15.4053,GALAXY,0.1194083,2.591332E-05
18.30964,17.10603,16.5313,16.15055,15.91219,GALAXY,0.05661358,5.997626E-06
18.11313,17.02179,17.06555,18.33082,16.60609,GALAXY,0.02335016,6.368976E-06
19.29824,17.92485,17.26636,16.93887,16.72369,GALAXY,0.05211712,1.785325E-05
19.57121,17.43353,16.39238,15.92317,15.54919,GALAXY,0.09662357,1.867717E-05
19.32979,17.51189,16.60806,16.16014,15.80565,GALAXY,0.05253105,1.598649E-05
17.23734,15.62876,15.05529,14.73025,14.54976,GALAXY,0.02222792,1.564827E-05
18.51543,17.18725,16.53289,16.15756,15.86388,GALAXY,0.02258493,9.319556E-06
18.61065,16.68787,15.76326,15.32222,14.99219,GALAXY,0.0592771,1.322424E-05
19.25577,17.97373,17.43586,17.1081,16.89908,GALAXY,0.0525017,7.735149E-06
19.22237,17.94069,17.42389,17.09765,16.92124,GALAXY,0.05892035,8.842933E-06
19.26307,19.0957,19.00711,18.7034,18.65116,QSO,1.79507,0.0003838753
19.16261,17.79313,17.2776,16.95793,16.79544,GALAXY,0.05164151,8.721977E-06
18.3812,17.02885,16.36046,15.92844,15.69812,GALAXY,0.07777378,7.060049E-06
19.41836,18.10921,17.53682,17.18794,17.00706,GALAXY,0.08321616,8.816728E-06
18.87361,16.82733,15.83601,15.35402,14.98582,GALAXY,0.06195992,1.780276E-05
19.01904,17.65431,16.98963,16.57475,16.30861,GALAXY,0.06000211,1.089052E-05
19.01946,18.97256,18.73316,18.68599,18.78594,QSO,1.242995,0.0007493035
18.8359,16.84462,15.97095,15.54343,15.2055,GALAXY,0.06019641,2.439715E-05
18.89706,17.7605,17.32081,17.00006,16.88919,GALAXY,0.0609929,7.466475E-06
18.84967,17.64067,17.05814,16.68326,16.49084,GALAXY,0.08970939,9.06948E-06
18.65051,16.78904,15.88556,15.45108,15.09229,GALAXY,0.05548029,1.829128E-05
19.31682,17.24784,16.2352,15.78993,15.41113,GALAXY,0.1198309,3.163295E-05
18.7565,16.94414,16.07398,15.6405,15.33368,GALAXY,0.05889655,1.739748E-05
18.23028,16.07607,15.1521,14.69777,14.38568,GALAXY,0.05855655,9.924406E-06
18.64759,17.1989,16.51415,16.1106,15.85896,GALAXY,0.06219244,8.490455E-06
19.2124,17.85135,17.24911,16.89003,16.66141,GALAXY,0.07799798,9.004884E-06
18.6385,18.62495,18.59291,18.3103,18.21476,QSO,1.952444,0.0001847952
19.32559,18.00733,17.33041,16.96177,16.70024,GALAXY,0.1137953,9.962123E-06
17.74655,15.72021,14.85005,14.41327,14.12052,GALAXY,0.06237582,1.263427E-05
18.58187,16.55561,15.66967,15.24614,14.91986,GALAXY,0.06322633,9.924397E-06
19.21214,18.14354,17.70415,17.3859,17.1964,GALAXY,0.06365998,6.657253E-06
19.42472,19.1441,19.17215,19.06545,18.81871,QSO,0.4186258,6.456748E-05
18.50473,16.61346,15.78821,15.37979,15.09345,GALAXY,0.04553294,9.416674E-06
18.66157,17.45164,16.98856,16.69957,16.55633,GALAXY,0.06328221,7.446719E-06
19.2813,18.18161,17.82168,17.57392,17.35444,GALAXY,0.06219161,8.418611E-06
18.86667,17.21203,16.42218,16.00173,15.68851,GALAXY,0.06232236,1.383532E-05
18.83933,16.86143,16.00682,15.59664,15.27293,GALAXY,0.06277268,1.104997E-05
18.45771,17.38014,16.95313,16.72463,16.5093,GALAXY,0.02924685,5.450896E-06
17.8356,16.25481,15.54317,15.1667,14.87662,GALAXY,0.04609502,1.30419E-05
19.33687,17.11255,16.05223,15.58264,15.2135,GALAXY,0.1135803,2.349954E-05
19.12938,17.66988,16.9919,16.60099,16.29973,GALAXY,0.04634177,9.128327E-06
19.05069,18.0846,17.75638,17.61328,17.45791,GALAXY,0.02927239,1.190761E-05
19.04157,17003,16.01111,15.59298,15.25305,GALAXY,0.1140632,2.108843E-05
19.47496,17.50535,16.4854,15.99417,15.55766,GALAXY,0.1132315,3.188989E-05
17.56987,16.38195,15.98433,15.77598,15.70124,GALAXY,0.008513751,1.291826E-05
19.50568,17.64818,16.83459,16.46428,16.19185,GALAXY,0.08583259,1.553326E-05
16.18442,14.56773,13.81275,13.40742,13.10445,GALAXY,0.02255523,1.078917E-05
18.63147,17.03663,16.3773,16.02518,15.75875,GALAXY,0.05849788,1.634282E-05
19.21535,19.27402,19.34147,19.16489,18.98027,QSO,2.023921,0.0001602899
19.41575,18.07303,17.64486,17.37385,17.37827,GALAXY,0.03170958,1.916976E-05
18.1134,16.13873,15.26967,14.85553,14.52313,GALAXY,0.05901515,1.313436E-05
18.61702,17.39477,16.8732,16.57997,16.44999,GALAXY,0.0861766,1.044372E-05
18.26455,16.89998,16.28013,15.9242,15.66975,GALAXY,0.04687745,5.660407E-06
18.53326,17.23063,16.64343,16.2834,16.0497,GALAXY,0.063557,1.199959E-05
18.47148,17.00649,16.2869,15.87524,15.61077,GALAXY,0.08976057,1.282504E-05
19.57799,18.24711,17.60416,17.18306,16.97849,GALAXY,0.0863974,7.543607E-06
18.78388,17.58689,17.10132,16.74632,16.58785,GALAXY,0.09104294,7.420375E-06
19.50101,17.94897,17.24426,16.82394,16.57966,GALAXY,0.09126497,1.173099E-05
19.14011,18.1039,17.74918,17.44769,17.37055,GALAXY,0.09304845,7.313288E-06
19.49207,18.19244,17.48934,17.09414,16.84413,GALAXY,0.1116585,7.906278E-06
19.52314,19.24537,19.01903,19.12919,19.10107,QSO,1.064888,0.0003506211
18.44212,17.30482,16.70437,16.30781,16.07802,GALAXY,0.1171843,1.113425E-05
18.85882,16.89402,15.88791,15.44241,15.06813,GALAXY,0.1053416,1.465161E-05
19.22724,17.27656,16.31221,15.9089,15.53488,GALAXY,0.1098318,1.25414E-05
19.51672,18.39798,17.8056,17.32695,17.23622,GALAXY,0.1047138,1.643082E-05
18.86736,17.14661,16.2649,15.82341,15.47104,GALAXY,0.0883275,1.238389E-05
18.51454,16.51536,15.57081,15.14489,14.78371,GALAXY,0.08884813,1.601864E-05
19.42457,17.6649,16.7566,16.32211,15.97918,GALAXY,0.09221021,1.421695E-05
18.45356,17.06661,16.46738,16.11402,15.98683,GALAXY,0.0611181,2.876674E-05
19.3527,17.82206,16.87237,16.42537,16.13884,GALAXY,0.1697364,1.753502E-05
18.8952,17.66535,17.12782,16.78353,16.59278,GALAXY,0.1039713,7.629038E-06
18.63868,17.43261,16.98946,16.68218,16.48454,GALAXY,0.06182494,1.46193E-05
18.71119,17.76803,17.34127,16.97126,16.90463,GALAXY,0.1293187,6.693418E-06
19.02009,18.08086,17.56344,17.03533,16.96725,GALAXY,0.12965,8.059448E-06
18.61901,16.61898,15.62033,15.18127,14.82542,GALAXY,0.1058441,2.115966E-05
19.33906,17.45613,16.56289,16.17648,15.87277,GALAXY,0.09360863,1.848206E-05
19.31006,17.29539,16.38456,15.98082,15.66179,GALAXY,0.08045352,2.192289E-05
18.45649,16.48686,15.55374,15.12247,14.78707,GALAXY,0.0812907,1.356785E-05
19.4446,17.24888,16.31009,15.86001,15.50803,GALAXY,0.08131403,1.51108E-05
19.59481,17.67408,16.71508,16.27695,15.9529,GALAXY,0.08314862,1.399033E-05
19.2812,17.29331,16.38724,15.96547,15.65815,GALAXY,0.08259457,2.015136E-05
17.90764,16.43851,15.70643,15.31805,15.10162,GALAXY,0.07935075,9.799301E-06
18.19865,17.53902,17.19209,17.11394,17.54302,GALAXY,0.02790011,3.747183E-06
18.52855,17.39142,16.89078,16.53389,16.42027,GALAXY,0.1028625,7.310084E-06
19.52057,18.09818,17.27315,16.81555,16.53401,GALAXY,0.1311175,1.730851E-05
19.19133,18.12356,17.63039,17.36553,17.20291,GALAXY,0.1311088,7.818178E-06
19.25265,19.0317,18.18066,17.72458,17.23941,QSO,0.3468324,5.090048E-05
19.40052,17.2072,16.1978,15.74831,15.39223,GALAXY,0.1066079,2.221815E-05
18.6172,17.15067,16.45727,16.08787,15.86287,GALAXY,0.07900126,3.059085E-05
18.98021,16.95134,15.97384,15.54097,15.19317,GALAXY,0.1053846,2.42218E-05
18.43105,17.00706,16.23146,15812,15.55765,GALAXY,0.1064613,1.463605E-05
18.21595,16.90528,16.36994,16.04569,15.87626,GALAXY,0.07966196,1.43232E-05
18.20819,16.61245,15.85456,15.46163,15.18405,GALAXY,0.06547583,1.109136E-05
19.29789,17.71426,16.69406,16.2393,15.86856,GALAXY,0.1264553,3.653912E-05
19.5297,17.54143,16.59352,16.12197,15.75371,GALAXY,0.1062235,2.469364E-05
19.02994,17.0587,16.11625,15.70683,15.35521,GALAXY,0.1046068,1.363454E-05
19.09119,16.95561,15.91525,15.46875,15.07641,GALAXY,0.106285,2.043538E-05
18.90262,16.97374,16.02564,15.5619,15.19376,GALAXY,0.1030969,2.351216E-05
18.86414,17.46571,16.78886,16.41907,16.17458,GALAXY,0.1060905,1.220372E-05
19.05578,18.12424,17.6486,17.19997,17.06827,GALAXY,0.1060675,6.545488E-06
18.97896,17.2708,16.37288,15.94834,15.58528,GALAXY,0.1163288,2.471298E-05
19.44497,17.91222,17.15697,16.73103,16.44029,GALAXY,0.06666122,8.885633E-06
18.64662,17.08143,16361,15.91504,15.66913,GALAXY,0.06710907,7.429539E-06
19.33878,19.08282,18.99711,19.01756,18.83539,QSO,0.7757607,0.001925653
18.05735,16.64406,15.98853,15.53656,15.30931,GALAXY,0.06772278,5.519639E-06
17.43493,15.78397,14.99543,14.55477,14.25414,GALAXY,0.06765965,1.384691E-05
18.86165,17.74041,17.36911,17.12136,16.9805,GALAXY,0.05374301,6.637225E-06
19.26178,18.18067,17.58983,17.24617,16.9883,GALAXY,0.1001541,1.000396E-05
18.86715,17.37462,16.6295,16.22985,15.96728,GALAXY,0.1225896,2.226697E-05
17.76033,16.26974,15.7343,15.53528,15.46769,GALAXY,0,0
18.95181,17.92678,17.59843,17.49268,17.48002,GALAXY,0,0
18.96738,17.01737,16.07118,15.66049,15.32471,GALAXY,0.1005421,1.688932E-05
18.61599,16.87957,16.10916,15.73805,15.48015,GALAXY,0.06642489,2.177583E-05
19.33899,18.23333,17.79139,17.52311,17.39016,GALAXY,0.06584392,1.005835E-05
18.75587,17.36045,16.77854,16.44934,16.22499,GALAXY,0.06431283,1.017294E-05
17.57708,16.54746,16.45055,16.43711,16.51397,GALAXY,0,0
19.44637,17.44773,16.55615,16.1427,15.8267,GALAXY,0.06660459,1.608506E-05
19.18856,17.81357,17.18213,16.83419,16.59388,GALAXY,0.06447172,1.374191E-05
17.93376,16.90469,16.2698,15.88479,15.6232,GALAXY,0.06450819,8.750841E-06
18.24759,16.5871,15.79504,15.37172,15.04232,GALAXY,0.0664697,1.361521E-05
18.91356,16.82708,15.8956,15.46118,15.13433,GALAXY,0.06516977,1.522036E-05
18.45395,16.52435,15.63944,15.21681,14888,GALAXY,0.06481964,1.523182E-05
18.58107,16.50179,15.57292,15.13184,14.78128,GALAXY,0.06481051,1.558745E-05
19.30685,17.95768,17.26404,16.87609,16.61692,GALAXY,0.0974681,1.313869E-05
18.2684,17.15506,16.77073,16.43345,16.32089,GALAXY,0.06576975,5.635074E-06
19.22508,19.18104,18.97212,19.03949,19.10328,QSO,1.18637,0.0002684592
18.51698,16.8464,16.05189,15.63531,15.3456,GALAXY,0.06628448,1.701445E-05
18.7815,18.32507,17.71926,17.20828,17.0937,QSO,0.1477348,2.911744E-05
18.55608,17.99933,17.50642,17.10965,16.94273,GALAXY,0.1307386,1.150192E-05
19.2007,17.96265,17.11712,16.66604,16.34947,GALAXY,0.1652666,1.88829E-05
18.25883,17.88955,17.79736,17.72214,17.58004,QSO,2.140879,0.0002536614
18.15372,16.27784,15.38325,14.98094,14.65819,GALAXY,0.08545204,1.899375E-05
18.42332,16.33797,15.32262,14.87842,14.51756,GALAXY,0.08640056,2.042094E-05
18.80193,17.6326,17.12675,16.83532,16.69572,GALAXY,0.06426092,8.984017E-06
19.13831,17.39955,16.45314,16.02396,15.69028,GALAXY,0.08332913,1.902699E-05
18.56497,16.68712,15.70723,15.23543,14.86875,GALAXY,0.08196124,1.376445E-05
19.17195,17.94143,17.29126,16.88437,16.64222,GALAXY,0.07413186,7.824848E-06
19.00844,18.07382,17.76506,17.46744,17.4436,GALAXY,0.1074436,7.60385E-06
18.2401,18.12497,18.20967,18.39925,18.3848,QSO,0.873904,0.0001352276
18.12953,16.39384,15.68926,15.31871,15.08661,GALAXY,0.07721841,1.413098E-05
18.21958,16.28879,15.3376,14.92575,14.60469,GALAXY,0.07750529,1.440237E-05
19.18279,17.82808,17.10896,16.73492,16.46596,GALAXY,0.1421935,1.836484E-05
18.68367,16.72208,15.95925,15581,15.28816,GALAXY,0.1139494,1.154168E-05
18.84479,16.94256,16.01036,15.58231,15.25999,GALAXY,0.08009426,1.687743E-05
19.34778,19.27494,18.95919,18.91185,18.99726,QSO,1.359758,0.0002925996
19.53873,17.77645,16.89665,16.48058,16.16874,GALAXY,0.1146778,3.185083E-05
19.16965,17.83608,17.10003,16.69775,16.41532,GALAXY,0.114133,1.317978E-05
19.06073,17.72532,17.02075,16.65676,16.39779,GALAXY,0.08042099,2.839935E-05
19.45616,17.48593,16.45327,16.01345,15.65281,GALAXY,0.122121,1.854907E-05
19.56285,17.6758,16.68618,16.26074,15.92825,GALAXY,0.1140419,2.378361E-05
18.91655,17.41823,16.71201,16.31721,16012,GALAXY,0.07619952,1.655742E-05
15.62599,14.42611,13.68922,13.35497,13.04113,QSO,0.01932266,2.025733E-05
17.02455,16.1519,15.81294,15.69182,15.65436,GALAXY,0.01341753,7.885335E-06
18.88906,17.65907,17.24694,16.99257,16.91826,GALAXY,0.04738238,1.878236E-05
19.38809,16.95201,15.98726,15.43638,14.97745,GALAXY,0.05921871,1.000263E-05
19.00194,17.6867,17.11855,16.83791,16.6178,GALAXY,0.04437938,3.470527E-05
17.15745,15.53509,14.32792,14.07361,13.61101,GALAXY,0.04486487,1.193224E-05
18.94926,17.15382,16.36528,15.98881,15.72715,GALAXY,0.04451415,1.57192E-05
19.15685,17.37085,16.59645,16.22486,15.95845,GALAXY,0.04420717,1.8226E-05
19.46618,19.33422,19.29716,19.13996,19.04419,QSO,1.986974,0.0005798217
18.99123,17.8234,17.20703,16.8673,16.68545,GALAXY,0.09710925,1.449199E-05
17.73018,15.9204,15.20981,14.82481,14.53012,GALAXY,0.03950142,1.207492E-05
19.15629,19.08395,18.86139,18.80607,18.87402,QSO,1.160005,0.0004430048
19.03785,18.95128,18.78296,18.6342,18.58387,QSO,1.46412,0.0002711683
19.51,18.11533,17.31703,16.89047,16.55532,GALAXY,0.095135,1.37894E-05
19.45384,19.25864,19.22206,19.07792,19.08829,QSO,1.555429,0.0003376096
19.13097,18.83037,18.89219,18.70644,18.69698,QSO,0.517782,0.0001232971
19.5514,17.66781,16.62453,16.17885,15.78866,GALAXY,0.1187637,2.553204E-05
18.77828,16.8173,15.76951,15.31739,14.92565,GALAXY,0.1185496,2.205209E-05
18.35661,17.16248,16.58399,16.30648,16.02954,GALAXY,0.01855737,8.340906E-06
18.59225,17.27736,16.66993,16.28593,16.01524,GALAXY,0.0500465,8.444468E-06
18.67386,17.59258,17.12553,16.75536,16.54433,GALAXY,0.06284697,5.098801E-06
19.30005,18.14021,17.69175,17.43205,17.30249,GALAXY,0.04285307,6.354444E-06
18.07709,16.97281,16.43161,16.13322,15.90029,GALAXY,0.03334082,5.427483E-06
18.84495,18.78148,18.57766,18.56072,18.6629,QSO,1.368715,0.0003710342
19.22905,18.03629,17.3943,17.00664,16.74651,GALAXY,0.1211183,7.51483E-06
16.75329,14.80551,13.95023,13.54857,13.23307,GALAXY,0.04315867,1.01544E-05
18.90776,17.53725,16.80672,16.42381,16.13933,GALAXY,0.1051225,2.066084E-05
19.49711,17.98149,17.0179,16.56178,16.25806,GALAXY,0.174292,2.15235E-05
18.63537,17.26491,16.63915,16.2854,16.00133,GALAXY,0.04057939,7.893612E-06
19.3756,17.46152,16.50031,16.04515,15.68527,GALAXY,0.04059266,1.703458E-05
19.37337,19.11737,18.91792,18.67427,18.36725,QSO,0.4342406,7.708713E-05
18.61917,17.82407,17.65886,17.62268,17.50388,GALAXY,0.01580809,4.931882E-06
19.44397,17.46596,16.45185,16.00717,15.65779,GALAXY,0.1195751,1.899815E-05
18.1,16.86414,16.37804,16.10728,15.95987,GALAXY,0.050099,1.297946E-05
18.75401,17.34527,16.63169,16.23289,15.97479,GALAXY,0.06123939,1.19257E-05
18.92499,17.20488,16.39312,15.99105,15.71633,GALAXY,0.07284247,2.300256E-05
18.95236,17.41347,16.67071,16.26373,15.96481,GALAXY,0.0505642,1.431032E-05
18.57892,16.71015,15.83188,15.41565,15.07607,GALAXY,0.07331242,1.107776E-05
19.00388,18.83859,18.77212,18.61793,18.6479,QSO,1.560254,0.0002533754
18.84464,17.39551,16.56631,16.08198,15.72798,GALAXY,0.07318031,1.003426E-05
18.31211,17.1459,16.61746,16.30295,16.0978,GALAXY,0.04680508,7.763419E-06
19.49879,17.47889,16.5336,16.11927,15.78793,GALAXY,0.1029381,1.763358E-05
18.93433,17.20019,16.27024,15.8544,15.48298,GALAXY,0.1144317,2.613105E-05
18.84223,17.00179,16.04357,15.61293,15.27192,GALAXY,0.1158011,2.319064E-05
19.06117,19.13467,18.89568,18.87292,19.15005,QSO,1.153815,0.0005281595
17.98792,17.03902,16.81214,16.78713,16.85852,GALAXY,0.005139465,8.585809E-06
19.31734,17.18957,16.16246,15.7169,15.34299,GALAXY,0.1032088,2.519019E-05
19.23101,17.92758,17.15409,16.74165,16.50226,GALAXY,0.1340249,1.912655E-05
15.54721,14.56599,14.0415,13.81479,13.67397,GALAXY,0.005727053,5.78679E-06
17.72762,16.36529,15.70678,15.37465,15.09458,GALAXY,0.02836175,7.662377E-06
19.18616,18.14274,17.69065,17.36324,17.25146,GALAXY,0.103167,6.384174E-06
19.47647,17.91166,17.05534,16.6401,16.34264,GALAXY,0.1013516,2.888601E-05
18.39651,16.61431,15.65397,15.1748,14.79994,GALAXY,0.09415239,1.867473E-05
18.54651,17.30788,16.76931,16.48339,16.22572,GALAXY,0.02859727,7.003772E-06
19.07959,17.45517,16.61255,16.19282,15.8316,GALAXY,0.0841722,1.593438E-05
18.42789,17.13677,16.48384,16.07142,15.82852,GALAXY,0.0836225,8.957274E-06
19.59375,18.24147,17.3262,16.86041,16.52808,GALAXY,0.1680495,1.633131E-05
19.53598,18.09643,17.28015,16.90463,16.60499,GALAXY,0.1363535,2.520836E-05
19.41814,17.50584,16.43895,15.99539,15.61839,GALAXY,0.1354626,2.565152E-05
17.72304,16.60986,16.08787,15.84075,15.65114,GALAXY,0.01926968,1.534524E-05
19.24477,17.28714,16.33845,15.91631,15.54595,GALAXY,0.08056,1.962494E-05
19.48432,17.8957,17.0679,16.63264,16.26797,GALAXY,0.08534367,1.527776E-05
19.01208,17.51396,16.84645,16.51864,16.31215,GALAXY,0.102217,9.216186E-06
18.87345,17.84942,17.44679,17.19166,17.12653,GALAXY,0.0774764,9.413818E-06
18.57611,16.60444,15.67706,15.24877,14.90423,GALAXY,0.07591289,1.882735E-05
18.92785,17.59788,16.98971,16.63188,16.38085,GALAXY,0.08091421,1.162006E-05
18.48505,16.99951,16.22262,15.81178,15.54347,GALAXY,0.0774065,6.578529E-06
18.91868,18.85736,18.5894,18.61812,18.76024,QSO,1.257498,0.0003029358
18.10193,16.7553,16.02414,15.62027,15.34519,GALAXY,0.08894538,2.03765E-05
19.55149,18.23199,17.46289,17.04465,16.75979,GALAXY,0.1396247,1.243515E-05
18.4848,17.29119,16.78332,16.5636,16.34695,GALAXY,0.02148156,2.952038E-05
19.17134,17.53175,16.79027,16.43367,16.18377,GALAXY,0.02043436,3.162423E-05
17.65781,15.94812,15.22155,14.86967,14.58346,GALAXY,0.01883781,1.447602E-05
16.85582,15.41202,14.72352,14.35581,14.06058,GALAXY,0.02066419,1.170154E-05
19.42257,19369,19.08255,18.96619,19.01547,QSO,1.444401,0.0006381851
18.81107,18.67591,18.47047,18.17473,18.09311,QSO,1.898456,0.0003361715
19.17542,19.05295,18.93635,18.65317,18.48718,GALAXY,0,0
19.3863,17.62394,16.77873,16.4369,16.12448,GALAXY,0.1267337,2.279011E-05
